candidate_rank	word	combined_equal_corpus_ppm	hkcancor_count	cantomap_count	attested_both_spoken_corpora	cross_corpus_balance	hkcancor_top_pos	hkcancor_pos_counts	hkcancor_proper_like_share	hkcancor_jyutping_counts	cantomap_top_pos	cantomap_pos_counts	cantomap_jyutping_counts	cifu_top2000	cifu_rank	known_invalid_atomic	rime_present	rime_readings_compact	rime_source_files	review_flags	expert_status	expert_note
797	受害山	87.768209	0	17	false	0.000000			0.000000		n	n:7|x:6|v:3|q:1	sau6hoi6saan1:17	false		false	false			single_corpus_signal|rime_absent	unreviewed	
798	城堡	87.768209	0	17	false	0.000000			0.000000		n	n:12|v:2|jnt:1|nz:1|Ng:1	sing4bou2:17	true	1360	false	true	sing4bou2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
799	皮	87.768209	0	17	false	0.000000			0.000000		n	n:17	pei4:17	true	499	false	true	pei2|pei4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
800	金字塔	87.768209	0	17	false	0.000000			0.000000		n	n:7|nr:4|nz:3|x:3	gam1zi6taap3:17	true	375	false	true	gam1zi6taap3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
801	韻	87.768209	0	17	false	0.000000			0.000000		n	n:7|v:6|Ng:3|Nsg:1	wan6:17	true	231	false	true	wan2|wan5|wan6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
804	三十	86.464971	20	1	true	0.063502	m	m:20	0.000000	saam1sap6:20	m	m:1	saam1sap6:1	false		false	false			domain_concentration_signal|rime_absent|quantified_sequence	unreviewed	
805	跌	86.464971	20	1	true	0.063502	v	v:20	0.000000	dit3:20	v	v:1	dit3:1	true	878	false	true	daat3|dit3	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
806	雖然	86.464971	20	1	true	0.063502	c	c:20	0.000000	seoi1jin4:20	c	c:1	seoi1jin4:1	true	575	false	true	seoi1jin4	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
807	十一	86.018861	11	8	true	0.923663	m	m:10|Tg:1	0.000000	sap6jat1:11	m	m:8	sap6jat1:8	false		false	false			rime_absent|quantified_sequence	unreviewed	
808	功課	85.367242	21	0	false	0.000000	n	n:21	0.000000	gung1fo3:21				true	1072	false	true	gung1fo3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
809	周圍	85.367242	21	0	false	0.000000	f	f:21	0.000000	zau1wai4:21				true	893	false	true	zau1wai4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
810	查	85.367242	21	0	false	0.000000	v	v:21	0.000000	caa4:21				true	1504	false	true	caa4|zaa1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
811	生日	85.367242	21	0	false	0.000000	n	n:21	0.000000	saang1jat6:21				true	1076	false	true	saang1jat6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
812	發覺	85.367242	21	0	false	0.000000	v	v:21	0.000000	faat3gok3:21				true	599	false	true	faat3gok3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
813	覆	85.367242	21	0	false	0.000000	v	v:21	0.000000	fuk1:21				true	1100	false	true	fau6|fu3|fuk1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
814	遲	85.367242	21	0	false	0.000000	a	a:21	0.000000	ci4:21				true	1841	false	true	ci4|zi3|zi6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
815	郭	85.367242	21	0	false	0.000000	nr	nr:21	1.000000	gwok3:21				false		false	true	gwok3	jyut6ping3.chars.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
817	劍	82.605373	0	16	false	0.000000			0.000000		n	n:15|v:1	gim3:16	true	1459	false	true	gim3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
818	右手	82.605373	0	16	false	0.000000			0.000000		n	n:14|v:2	jau6sau2:16	true	786	false	false			single_corpus_signal|rime_absent	unreviewed	
819	右方	82.605373	0	16	false	0.000000			0.000000		n	n:14|v:1|x:1	jau6fong1:16	false		false	false			single_corpus_signal|rime_absent	unreviewed	
820	打斜	82.605373	0	16	false	0.000000			0.000000		v	v:16	daa2ce3:16	true	1285	false	true	daa2ce3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
821	橫線	82.605373	0	16	false	0.000000			0.000000		n	n:16	waang4sin3:16	true	1721	false	true	waang4sin3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
822	波浪	82.605373	0	16	false	0.000000			0.000000		n	n:16	bo1long6:16	true	1300	false	true	bo1long6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
823	闊	82.605373	0	16	false	0.000000			0.000000		v	v:7|a:6|n:3	fut3:16	true	1727	false	true	fut3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
824	歌	82.399864	19	1	true	0.066844	n	n:19	0.000000	go1:19	n	n:1	go1:1	true	1212	false	true	go1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
826	公園	81.507644	1	15	true	0.052492	n	n:1	0.000000	gung1jyun2:1	n	n:14|Cg:1	gung1jun2:15	true	266	false	true	gung1jyun2|gung1jyun4	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
827	高度	81.507644	1	15	true	0.052492	n	n:1	0.000000	gou1dou6:1	n	n:13|x:2	gou1dou6:15	true	1310	false	true	gou1dou6	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
828	外國	81.302135	20	0	false	0.000000	n	n:20	0.000000	ngoi6gwok3:20				true	670	false	true	ngoi6gwok3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
829	生意	81.302135	20	0	false	0.000000	n	n:20	0.000000	saang1ji3:20				true	805	false	true	saang1ji3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
830	當然	81.302135	20	0	false	0.000000	d	d:20	0.000000	dong1jin4:19|dong1jin2:1				true	380	false	true	dong1jin4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
831	老闆	81.302135	20	0	false	0.000000	n	n:20	0.000000	lou5baan2:20				false		false	true	lou5baan2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
832	聖經	81.302135	20	0	false	0.000000	nz	nz:13|n:7	0.650000	sing3ging1:20				true	1172	false	true	sing3ging1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
833	聽講	81.302135	20	0	false	0.000000	v	v:20	0.000000	teng1gong2:20				true	1068	false	true	teng1gong2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
834	腳	81.302135	20	0	false	0.000000	n	n:20	0.000000	goek3:20				true	959	false	true	goek3|gok3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
835	興	81.302135	20	0	false	0.000000	v	v:18|a:1|nr:1	0.050000	hing1:20				true	1724	false	true	hing1|hing3|jan6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
836	街	81.302135	20	0	false	0.000000	n	n:19|Ng:1	0.000000	gaai1:20				true	955	false	true	gaai1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
837	越	81.302135	20	0	false	0.000000	d	d:20	0.000000	jyut6:20				true	377	false	true	jyut6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
838	電子	81.302135	20	0	false	0.000000	n	n:19|b:1	0.000000	din6zi2:20				true	1094	false	true	din6zi2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
839	麻煩	81.302135	20	0	false	0.000000	a	a:14|v:6	0.000000	maa4faan4:20				true	1056	false	true	maa4faan4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
845	三點鐘	79.312186	3	13	true	0.181703	t	t:3	0.000000	saam1dim2zung1:3	t	t:10|q:2|n:1	saam1dim2zung1:13	false		false	false			rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
847	就算	78.334757	18	1	true	0.070558	c	c:18	0.000000	zau6syun3:18	c	c:1	zau6syun3:1	true	435	false	true	zau6syun3	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
848	留	78.334757	18	1	true	0.070558	v	v:18	0.000000	lau4:18	v	v:1	lau4:1	true	1246	false	true	lau4	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
849	而且	78.334757	18	1	true	0.070558	c	c:18	0.000000	ji4ce2:18	c	c:1	ji4ce2:1	true	1043	false	true	ji4ce2	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
852	北邊	77.442538	0	15	false	0.000000			0.000000		ns	ns:8|f:3|n:2|x:1|d:1	bak1bin1:15	false		false	true	bak1bin1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
853	南邊	77.442538	0	15	false	0.000000			0.000000		n	n:5|f:4|Ng:3|Mg:1|ns:1|nr:1	naam4bin1:15	false		false	false			single_corpus_signal|rime_absent	unreviewed	
854	左手	77.442538	0	15	false	0.000000			0.000000		n	n:10|v:3|f:2	zo2sau2:15	true	888	false	false			single_corpus_signal|rime_absent	unreviewed	
855	搵𡃁洞	77.442538	0	15	false	0.000000			0.000000		n	n:9|v:4|d:1|ns:1	wan2leng1dung6:15	false		false	false			single_corpus_signal|rime_absent	unreviewed	
856	擁	77.442538	0	15	false	0.000000			0.000000		v	v:6|n:5|Ng:3|x:1	jung2:15	true	346	false	true	jung2|ung2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
857	中國	77.237028	19	0	false	0.000000	ns	ns:19	1.000000	zung1gwok3:19				true	885	false	true	zung1gwok3	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
858	只係	77.237028	19	0	false	0.000000	d	d:14|v:4|n:1	0.000000	zi2hai6:19				false		false	true	zi2hai6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
859	咖啡	77.237028	19	0	false	0.000000	n	n:19	0.000000	gaa3fe1:19				true	1155	false	true	gaa3fe1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
860	富城	77.237028	19	0	false	0.000000	nr	nr:19	1.000000	fu3sing4:19				false		false	false			proper_name_signal|single_corpus_signal|rime_absent	unreviewed	
861	晚	77.237028	19	0	false	0.000000	q	q:15|t:2|a:1|jn:1	0.000000	maan5:19				true	829	false	true	maan5	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
862	辭典	77.237028	19	0	false	0.000000	n	n:19	0.000000	ci4din2:19				true	1541	false	true	ci4din2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
863	關	77.237028	19	0	false	0.000000	v	v:13|nr:5|n:1	0.263158	gwaan1:19				true	1636	false	true	gwaan1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
864	黐線	77.237028	19	0	false	0.000000	a	a:14|l1:5	0.000000	ci1sin3:19				true	782	false	true	ci1sin3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
868	九十	76.344809	1	14	true	0.056241	m	m:1	0.000000	gau2sap6:1	m	m:9|t:4|nt:1	gau2sap6:14	false		false	false			domain_concentration_signal|rime_absent|quantified_sequence	unreviewed	
869	呢度	76.344809	1	14	true	0.056241	r	r:1	0.000000	ni1dou6:1	r	r:5|y1:4|d:2|q:1|p:1|s:1	ni1dou6:14	false		false	true	nei1dou6|ni1dou6	jyut6ping3.words.dict.yaml	domain_concentration_signal|demonstrative_sequence	unreviewed	
870	地點	76.344809	1	14	true	0.056241	n	n:1	0.000000	dei6dim2:1	n	n:14	dei6dim2:14	true	1403	false	true	dei6dim2	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
871	濫	76.344809	1	14	true	0.056241	a	a:1	0.000000	laam5:1	n	n:8|a:5|v:1	laam6:14	true	476	false	true	haam5|laam5|laam6	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
878	奇怪	74.269651	17	1	true	0.074708	a	a:17	0.000000	kei4gwaai3:17	a	a:1	kei4gwaai3:1	true	1355	false	true	kei4gwaai3	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
879	舒服	74.269651	17	1	true	0.074708	a	a:17	0.000000	syu1fuk6:17	a	a:1	syu1fuk6:1	true	954	false	true	syu1fuk6	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
880	齊	74.269651	17	1	true	0.074708	a	a:17	0.000000	cai4:17	a	a:1	cai4:1	true	1993	false	true	cai4|zaai1|zai6|zi1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
881	今次	73.171921	18	0	false	0.000000	t	t:18	0.000000	gam1ci3:18				true	353	false	true	gam1ci3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
882	削	73.171921	18	0	false	0.000000	v	v:17|a:1	0.000000	soek3:18				true	1501	false	true	ciu3|soek3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
883	唓	73.171921	18	0	false	0.000000	e	e:18	0.000000	ce1:16|ce2:2				false		false	true	ce1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
884	嗰樣	73.171921	18	0	false	0.000000	r	r:18	0.000000	go2joeng6:18				false		false	false			single_corpus_signal|rime_absent|demonstrative_sequence	unreviewed	
885	國家	73.171921	18	0	false	0.000000	n	n:18	0.000000	gwok3gaa1:18				true	551	false	true	gwok3gaa1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
886	搬	73.171921	18	0	false	0.000000	v	v:18	0.000000	bun1:18				true	1017	false	true	bun1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
887	敢	73.171921	18	0	false	0.000000	v	v:11|vu:5|a:2	0.000000	gam2:18				true	708	false	true	gam2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
888	有陣時	73.171921	18	0	false	0.000000	d	d:18	0.000000	jau5zan6si4:18				false		false	true	jau5zan6si4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
889	熱	73.171921	18	0	false	0.000000	a	a:18	0.000000	jit6:18				true	1630	false	true	jit6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
890	租	73.171921	18	0	false	0.000000	v	v:9|Ng:9	0.000000	zou1:18				true	1308	false	true	zou1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
891	能力	73.171921	18	0	false	0.000000	n	n:18	0.000000	nang4lik6:18				true	796	false	true	nang4lik6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
892	興趣	73.171921	18	0	false	0.000000	n	n:18	0.000000	hing3ceoi3:18				true	780	false	true	hing3ceoi3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
893	親	73.171921	18	0	false	0.000000	u	u:14|a:4	0.000000	can1:18				false		false	true	can1|can3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
894	送	73.171921	18	0	false	0.000000	v	v:18	0.000000	sung3:18				true	901	false	true	sung3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
895	錄	73.171921	18	0	false	0.000000	v	v:17|Vg:1	0.000000	luk6:18				true	1467	false	true	luk6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
898	三角形	72.279702	0	14	false	0.000000			0.000000		n	n:13|m:1	saam1gok3jing4:14	true	1219	false	true	saam1gok3jing4	jyut6ping3.words.dict.yaml	single_corpus_signal|quantified_sequence	unreviewed	
899	半圓	72.279702	0	14	false	0.000000			0.000000		n	n:10|Ng:1|x:1|q:1|v:1	bun3jun4:14	false		false	true	bun3jyun4	jyut6ping3.words.dict.yaml	single_corpus_signal|quantified_sequence	unreviewed	
900	擰	72.279702	0	14	false	0.000000			0.000000		v	v:13|ns:1	ning4:12|ling6:2	true	263	false	true	ling2|ling6|ning1|ning4|ning6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
901	框	72.279702	0	14	false	0.000000			0.000000		v	v:11|n:3	kwaang1:14	false		false	true	hong1|kwaang1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
902	棚	72.279702	0	14	false	0.000000			0.000000		n	n:11|k:1|v:1|Ng:1	paang4:14	true	762	false	true	paang4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
903	直到	72.279702	0	14	false	0.000000			0.000000		d	d:9|v:3|u:2	zik6dou3:14	true	1087	false	true	zik6dou3	jyut6ping3.words.dict.yaml	single_corpus_signal|aspect_result_sequence	unreviewed	
904	葡萄園	72.279702	0	14	false	0.000000			0.000000		n	n:14	pou4tou4jun4:14	false		false	false			single_corpus_signal|rime_absent	unreviewed	
905	車站	72.279702	0	14	false	0.000000			0.000000		n	n:14	ce1zaam6:14	true	283	false	true	ce1zaam6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
906	農莊	72.279702	0	14	false	0.000000			0.000000		n	n:13|v:1	nung4zong1:14	true	398	false	true	nung4zong1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
907	邊緣	72.279702	0	14	false	0.000000			0.000000		n	n:10|xnx:1|d:1|ns:1|r:1	bin1jun4:14	true	1542	false	true	bin1jyun4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
908	咁上下	70.530353	11	5	true	0.577290	d	d:11	0.000000	gam3soeng6haa2:11	d	d:5	gam3soeng6haa2:5	true	1299	false	true	gam3soeng6haa2	jyut6ping3.words.dict.yaml	degree_sequence	unreviewed	
909	咬	70.204544	16	1	true	0.079377	v	v:16	0.000000	ngaau5:16	v	v:1	ngaau5:1	true	1359	false	true	aau1|gaau1|ngaau5	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
910	容易	70.204544	16	1	true	0.079377	a	a:16	0.000000	jung4ji6:16	a	a:1	jung4ji6:1	true	679	false	true	jung4ji6	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
911	解釋	70.204544	16	1	true	0.079377	v	v:15|vn:1	0.000000	gaai2sik1:16	v	v:1	gaai2sik1:1	true	1174	false	true	gaai2sik1	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
913	一陣間	69.758434	7	8	true	0.688956	t	t:6|d:1	0.000000	jat1zan6gaan1:7	t	t:5|d:3	jat1zan6gaan1:8	false		false	true	jat1zan6gaan1	jyut6ping3.words.dict.yaml	numeric_measure_time_sequence|quantified_sequence	unreviewed	
914	假	69.106815	17	0	false	0.000000	n	n:7|a:6|Ng:4	0.000000	gaa3:11|gaa2:6				true	1513	false	true	gaa2|gaa3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
915	始終	69.106815	17	0	false	0.000000	d	d:17	0.000000	ci2zung1:17				true	737	false	true	ci2zung1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
916	撳	69.106815	17	0	false	0.000000	v	v:17	0.000000	gam6:17				true	1323	false	true	gam6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
917	放假	69.106815	17	0	false	0.000000	v	v:17	0.000000	fong3gaa3:17				true	1233	false	true	fong3gaa3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
918	政府	69.106815	17	0	false	0.000000	n	n:17	0.000000	zing3fu2:17				true	171	false	true	zing3fu2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
919	暑假	69.106815	17	0	false	0.000000	n	n:17	0.000000	syu2gaa3:17				true	1057	false	true	syu2gaa3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
920	正版	69.106815	17	0	false	0.000000	n	n:17	0.000000	zing3baan2:17				true	1755	false	true	zing3baan2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
921	溫	69.106815	17	0	false	0.000000	v	v:16|Ng:1	0.000000	wan1:17				false		false	true	wan1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
922	百	69.106815	17	0	false	0.000000	m	m:17	0.000000	baak3:17				true	1080	false	true	baak3|mak6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
923	靚女	69.106815	17	0	false	0.000000	n	n:16|a:1	0.000000	leng3neoi2:17				true	1264	false	true	leng3neoi2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
924	飯	69.106815	17	0	false	0.000000	n	n:17	0.000000	faan6:17				false		false	true	faan5|faan6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
925	黃	69.106815	17	0	false	0.000000	nr	nr:14|a:3	0.823529	wong4:17				true	1378	false	true	wong4	jyut6ping3.chars.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
932	葉	67.562976	9	6	true	0.846691	nr	nr:9	1.000000	jip6:9	n	n:5|nr:1	jip6:6	false		false	true	jip6|sip3	jyut6ping3.chars.dict.yaml	proper_name_signal	unreviewed	
937	使唔使	67.116866	0	13	false	0.000000			0.000000		v	v:10|vu:2|n:1	sai2m4sai2:13	false		false	true	sai2m4sai2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
938	嚮	67.116866	0	13	false	0.000000			0.000000		v	v:10|n:3	hoeng3:13	true	1635	false	true	hoeng2|hoeng3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
939	垂直	67.116866	0	13	false	0.000000			0.000000		d	d:7|a:3|v:2|q:1	seoi4zik6:13	true	1354	false	true	seoi4zik6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
940	宜家	67.116866	0	13	false	0.000000			0.000000		n	n:10|v:1|d:1|t:1	ji4gaa1:13	false		false	false			single_corpus_signal|rime_absent	unreviewed	
941	左方	67.116866	0	13	false	0.000000			0.000000		n	n:13	zo2fong1:13	false		false	false			single_corpus_signal|rime_absent	unreviewed	
942	效	67.116866	0	13	false	0.000000			0.000000		n	n:9|Ng:3|d:1	haau6:13	true	1363	false	true	haau6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
943	枉	67.116866	0	13	false	0.000000			0.000000		n	n:8|v:4|Ng:1	wong2:12|we6:1	true	261	false	true	wong2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
944	纜車	67.116866	0	13	false	0.000000			0.000000		n	n:10|v:3	laam6ce1:13	true	418	false	true	laam6ce1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
945	西南方	67.116866	0	13	false	0.000000			0.000000		n	n:12|v:1	sai1naam1fong1:13	false		false	false			single_corpus_signal|rime_absent	unreviewed	
946	例如	66.139437	15	1	true	0.084669	v	v:13|c:2	0.000000	lai6jyu4:15	v	v:1	lai6ju4:1	true	713	false	true	lai6jyu4	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
947	迫	66.139437	15	1	true	0.084669	v	v:11|a:4	0.000000	bik1:15	v	v:1	baak1:1	true	1428	false	true	baak1|bik1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
948	橫	66.019137	1	12	true	0.065615	a	a:1	0.000000	waang4:1	a	a:5|q:3|n:2|d:2	waang4:12	false		false	true	gwong1|waang1|waang4|waang6	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
949	七點鐘	65.693327	6	8	true	0.590534	t	t:6	0.000000	cat1dim2zung1:6	t	t:7|q:1	cat1dim2zung1:8	false		false	false			rime_absent|numeric_measure_time_sequence|quantified_sequence	unreviewed	
952	一般	65.041708	16	0	false	0.000000	a	a:16	0.000000	jat1bun1:16				true	1033	false	true	jat1bun1	jyut6ping3.words.dict.yaml	single_corpus_signal|quantified_sequence	unreviewed	
953	價	65.041708	16	0	false	0.000000	n	n:16	0.000000	gaa3:16				true	1994	false	true	gaa3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
954	出現	65.041708	16	0	false	0.000000	v	v:15|vn:1	0.000000	ceot1jin6:16				true	466	false	true	ceot1jin6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
955	出邊	65.041708	16	0	false	0.000000	f	f:16	0.000000	ceot1bin6:16				true	1886	false	true	ceot1bin1|ceot1bin6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
956	嗌	65.041708	16	0	false	0.000000	v	v:16	0.000000	aai3:16				false		false	true	aai3|jik1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
957	多數	65.041708	16	0	false	0.000000	m	m:14|d:2	0.000000	do1sou3:16				true	1289	false	true	do1sou3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
958	大學	65.041708	16	0	false	0.000000	n	n:16	0.000000	daai6hok6:16				true	767	false	true	daai6hok6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
959	打電話	65.041708	16	0	false	0.000000	v	v:16	0.000000	daa2din6waa2:16				true	570	false	true	daa1din6waa2|daa2din6waa2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
960	方便	65.041708	16	0	false	0.000000	a	a:13|v:2|an:1	0.000000	fong1bin6:16				true	968	false	true	fong1bin6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
961	有錢	65.041708	16	0	false	0.000000	a	a:16	0.000000	jau5cin2:16				true	788	false	true	jau5cin2|jau5cin4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
962	服務	65.041708	16	0	false	0.000000	vn	vn:12|v:4	0.000000	fuk6mou6:16				true	423	false	true	fuk6mou6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
963	澳洲	65.041708	16	0	false	0.000000	ns	ns:16	1.000000	ou3zau1:16				true	1064	false	true	ou3zau1	jyut6ping3.words.dict.yaml	proper_name_signal|single_corpus_signal	unreviewed	
964	環境	65.041708	16	0	false	0.000000	n	n:16	0.000000	waan4ging2:16				true	728	false	true	waan4ging2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
965	老公	65.041708	16	0	false	0.000000	n	n:16	0.000000	lou5gung1:16				true	1912	false	true	lou5gung1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
966	肯	65.041708	16	0	false	0.000000	vu	vu:13|v:3	0.000000	hang2:16				false		false	true	hang2|hoi2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
967	英	65.041708	16	0	false	0.000000	jnz	jnz:10|jns:3|nz:2|Ng:1	0.125000	jing1:16				true	984	false	true	jing1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
968	鐘頭	65.041708	16	0	false	0.000000	n	n:10|q:6	0.000000	zung1tau4:16				true	993	false	true	zung1tau4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
969	隊	65.041708	16	0	false	0.000000	n	n:8|q:6|v:2	0.000000	deoi2:10|deoi6:6				false		false	true	deoi2|deoi6|zeoi6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
970	靚仔	65.041708	16	0	false	0.000000	n	n:11|a:5	0.000000	leng3zai2:8|leng1zai2:8				true	1328	false	true	leng3zai2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
972	對唔住	64.595598	7	7	true	0.787379	l1	l1:6|l:1	0.000000	deoi3m4zyu6:7	l1	l1:2|u:2|p:2|x:1	deoi3m4zyu6:7	true	1177	false	true	deoi3m4zyu6	jyut6ping3.words.dict.yaml	aspect_result_sequence	unreviewed	
981	十四	62.725950	4	9	true	0.349946	m	m:4	0.000000	sap6sei3:4	m	m:9	sap6sei3:9	false		false	false			rime_absent|quantified_sequence	unreviewed	
986	亂	62.074330	14	1	true	0.090717	a	a:13|vd:1	0.000000	lyun6:11|lyun2:3	a	a:1	lyun6:1	true	957	false	true	lyun6	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
987	二十	62.074330	14	1	true	0.090717	m	m:14	0.000000	ji6sap6:14	m	m:1	ji6sap6:1	false		false	false			domain_concentration_signal|rime_absent	unreviewed	
